math_id	original_shard	step	source_mass	micro_parts	workflow_run	final_certificate_job	workflow_status	micro_status	original_shard_status
MATH-168	4	3486784401	215291123465	64	35041888071	104639707596	success	64/64 PASS	CLOSED
