math_id	original_shard	step	source_mass	micro_parts	workflow_run	final_certificate_job	workflow_status	micro_status	original_shard_status
MATH-164	3	3486784401	215291123465	64	35015125184	104567289139	success	64/64 PASS	CLOSED
