math_id	original_shard	step	source_mass	micro_parts	workflow_run	final_certificate_job	workflow_status	micro_status	original_shard_status
MATH-168	5	3486784401	215291123465	64	35047509321	104655154075	success	64/64 PASS	CLOSED
